TransactionID,CustomerID,Date,ProductID,ProductName,Category,Quantity,PricePerUnit,PaymentMethod,Status,TotalAmount,Age,Gender,Location,MembershipLevel,TotalPurchases,TotalSpent,FavoriteCategory,LastPurchaseDate,WebsiteClickRate,TimeSpentOnSite,SocialMediaEngagement,AdClickHistory,CustomerSentimentScore,Churn,AcquisitionSource
T03165,C0256,2023-05-25,P735,Side,Accessories,1,89.2,PayPal,Canceled,89.2,50.0,Female,Port Timothy,Silver,42,7946.95,Electronics,2024-02-09,6.32,16.12,Medium,2.43,0.73,1,Outlet
T03166,C0420,2024-08-18,P158,Score,Home Goods,1,453.85,Apple Pay,Pending,453.85,,Male,South Jessicabury,Platinum,26,2741.55,Fitness,2023-02-19,1.54,9.7,Low,2.38,0.75,0,Social Media - Instagram
T03167,C0155,2023-09-26,P174,With,Fitness,4,108.17,PayPal,Pending,432.68,28.0,Female,Jonesview,Platinum,98,7184.42,Clothing,2023-06-17,3.17,20.56,Low,12.35,0.52,0,Social Media - TikTok
T03168,C0211,2023-02-17,P389,Reason,Accessories,4,475.25,PayPal,Canceled,1901.0,,Female,North Ronaldville,Bronze,88,3168.92,Clothing,2023-06-29,8.12,14.05,Low,11.83,0.62,0,Outlet
T03169,C0024,2024-08-30,P121,Notice,Home Goods,1,300.84,Credit Card,Pending,300.84,41.0,Female,,Silver,47,1850.15,Electronics,2025-01-13,9.73,21.45,Medium,11.38,0.54,0,Online Ads
T03170,C0134,2024-03-30,P935,,Fitness,2,429.25,PayPal,Pending,858.5,,Male,Nguyenbury,Platinum,79,1067.81,Fitness,2024-04-07,7.31,25.86,Medium,17.2,0.99,0,Social Media - Facebook
T03171,C0046,2024-02-21,P960,Conference,Electronics,3,303.24,Credit Card,Pending,909.72,43.0,,East Christinemouth,Bronze,65,2376.27,Clothing,2024-04-29,9.42,21.03,Medium,10.21,0.48,0,Social Media - X
T03172,C0331,2024-02-07,P345,Public,Accessories,4,310.88,Apple Pay,Pending,1243.52,59.0,Female,Jasonmouth,Gold,38,4612.95,Electronics,2023-12-14,8.08,19.74,Medium,7.37,0.98,1,Online Ads
T03173,C0379,2023-05-26,P888,Age,Electronics,3,317.39,Apple Pay,Pending,952.17,23.0,Male,South Sabrina,Bronze,13,1447.5,Clothing,2024-03-18,2.43,17.22,Low,19.58,0.44,1,Outlet
T03174,C0062,2024-09-21,P998,Huge,Clothing,1,433.79,Debit Card,Canceled,433.79,29.0,Female,South Kyleton,Platinum,9,1748.54,Home Goods,2023-10-24,7.79,8.42,Low,15.75,0.45,1,Online Ads
T03175,C0275,2024-03-23,P432,Return,Clothing,4,410.34,Credit Card,Completed,1641.36,43.0,Female,North Dianamouth,,40,9008.85,Home Goods,2024-02-24,1.1,11.55,High,1.03,0.34,1,Outlet
T03176,C0064,2023-11-13,P201,,Clothing,5,20.56,PayPal,Completed,102.8,64.0,Female,Jasmineton,Platinum,69,3272.09,Fitness,2023-10-03,3.72,21.72,Low,19.93,0.64,1,Social Media - X
T03177,C0276,2024-09-13,P246,Pick,Accessories,1,405.08,Credit Card,Canceled,405.08,48.0,Male,Michaelbury,Platinum,14,7804.63,Accessories,2023-02-17,8.22,13.75,Medium,2.28,0.44,1,Outlet
T03178,C0453,2023-07-12,P566,Thus,Accessories,2,51.96,Apple Pay,Pending,103.92,58.0,Female,West Elizabethberg,Gold,50,9246.0,Clothing,2023-10-16,4.86,23.43,Medium,10.7,0.53,0,Online Ads
T03179,C0410,2024-10-05,P334,Understand,Electronics,5,281.64,PayPal,Pending,1408.1999999999998,19.0,Female,West Michael,Platinum,37,3742.77,Clothing,2023-07-11,6.8,9.76,Low,12.74,0.97,0,Social Media - X
T03180,C0266,2023-03-03,P379,Staff,Electronics,2,127.97,Credit Card,Pending,255.94,52.0,Female,North Derekbury,Bronze,32,1350.53,Fitness,2023-04-03,5.05,28.43,Low,10.94,0.61,0,Outlet
T03181,C0039,2023-12-27,P923,Attorney,Electronics,4,215.4,PayPal,Canceled,861.6,28.0,Male,Lake Kelseychester,Bronze,67,8618.25,Home Goods,2024-03-31,4.94,27.21,Medium,3.66,0.71,1,Outlet
T03182,C0384,2023-04-17,P585,Job,Electronics,5,387.07,PayPal,Pending,1935.35,21.0,Male,Jameschester,Gold,8,7687.49,Home Goods,2024-11-21,2.42,12.16,Low,18.74,0.51,1,Social Media - Facebook
T03183,C0062,2024-08-03,P328,Every,Accessories,2,202.04,Apple Pay,Completed,404.08,29.0,Female,South Kyleton,Platinum,9,1748.54,Home Goods,2023-10-24,7.79,8.42,Low,15.75,0.45,1,Online Ads
T03184,C0121,2024-07-27,P430,Heart,Home Goods,3,161.35,Debit Card,Canceled,484.04999999999995,21.0,Female,Nicoleview,Platinum,47,8052.38,Electronics,2023-10-18,7.97,24.38,High,2.14,0.51,1,Social Media - Facebook
T03185,C0281,2024-09-08,P413,Though,Clothing,1,494.93,PayPal,Completed,494.93,22.0,Male,Theresaview,Bronze,5,705.81,Fitness,2024-08-24,8.16,16.55,Medium,13.38,0.4,1,Online Ads
T03186,C0010,2024-05-20,P932,Young,Accessories,2,451.75,PayPal,Completed,903.5,,Male,Michaelberg,Platinum,82,4026.13,Electronics,2023-10-28,5.95,7.18,Medium,12.15,0.66,1,Outlet
T03187,C0264,2023-06-21,P444,Indicate,Clothing,1,70.97,Credit Card,Completed,70.97,57.0,Female,Andrewfort,Platinum,36,4250.25,Electronics,2023-12-19,8.0,22.53,High,15.89,0.39,0,Social Media - X
T03188,C0266,2023-06-15,P225,Feeling,Clothing,1,482.67,Debit Card,Completed,482.67,52.0,Female,North Derekbury,Bronze,32,1350.53,Fitness,2023-04-03,5.05,28.43,Low,10.94,0.61,0,Outlet
T03189,C0286,2025-01-08,P931,Out,Electronics,4,338.04,,Pending,1352.16,55.0,Male,Port Cynthiashire,Silver,26,8974.1,Clothing,2024-07-04,8.17,6.02,Low,17.78,0.79,1,Online Ads
T03190,C0028,2023-11-02,P682,Suffer,Clothing,1,432.77,Debit Card,Completed,432.77,51.0,Female,East Nicoleview,Silver,15,5109.33,Accessories,2024-08-02,6.95,16.94,Medium,15.45,0.81,1,Social Media - X
T03191,C0030,2023-12-13,P607,Debate,Fitness,5,148.91,Credit Card,Canceled,744.55,59.0,Male,Jenniferfurt,,33,5683.07,Clothing,2023-07-22,1.2,21.99,Medium,5.55,0.72,0,Outlet
T03192,C0003,2024-04-18,P147,Conference,Clothing,5,460.96,Debit Card,Pending,2304.7999999999997,58.0,Female,Martinberg,Bronze,9,8327.51,Fitness,2024-12-23,8.0,12.89,High,8.48,0.72,1,Social Media - Instagram
T03193,C0051,2024-07-14,P816,Star,Home Goods,4,234.17,Credit Card,Canceled,936.68,43.0,Female,Port Angela,Platinum,78,257.51,Accessories,2024-09-29,8.85,19.84,Medium,1.51,0.85,0,Online Ads
T03194,C0050,2024-07-09,P974,Natural,Fitness,3,302.69,Credit Card,Canceled,908.0699999999999,,Female,Margaretshire,Platinum,55,5920.3,Home Goods,2024-12-17,5.42,23.38,High,2.58,0.79,1,Online Ads
T03195,C0183,2024-11-05,P752,Worker,Electronics,2,124.18,Debit Card,Completed,248.36,33.0,Male,Amberport,Silver,9,7831.45,Home Goods,2024-11-22,8.99,6.25,Low,1.16,0.87,1,Online Ads
T03196,C0197,2024-09-28,P255,Test,Fitness,1,314.94,Credit Card,Completed,314.94,30.0,Female,Ricardohaven,Gold,57,2915.32,Home Goods,2023-02-15,3.04,20.9,Low,18.05,0.99,1,Online Ads
T03197,C0138,2023-11-24,P955,Specific,Electronics,5,411.39,,Canceled,2056.95,52.0,Male,North Allison,Platinum,84,2340.04,Accessories,2024-02-09,1.99,11.02,Medium,11.03,0.94,0,Social Media - X
T03198,C0084,2024-04-04,P510,Certainly,Electronics,4,219.6,Apple Pay,Completed,878.4,60.0,Female,North Joyceville,Platinum,99,8973.85,Fitness,2023-02-21,7.77,27.69,High,8.68,0.73,0,Social Media - Facebook
T03199,C0044,2024-07-05,P478,Inside,Home Goods,2,347.45,PayPal,Pending,694.9,19.0,Male,Hendersonstad,Platinum,63,724.73,Electronics,2024-12-28,4.37,29.5,Medium,14.92,0.73,0,Outlet
T03200,C0021,2023-07-29,P987,Side,Clothing,5,281.35,Apple Pay,Completed,1406.75,53.0,Male,Lake Kennethfort,Silver,19,6261.55,Accessories,2023-11-30,7.52,17.56,High,5.83,0.86,0,Social Media - TikTok
T03201,C0018,2023-02-17,P607,Wife,Electronics,5,293.4,Apple Pay,Pending,1467.0,51.0,Female,,Bronze,4,593.78,Clothing,2024-09-18,1.08,9.54,Low,1.72,0.63,0,Social Media - TikTok
T03202,C0237,2023-01-24,P224,Film,Clothing,3,42.01,Credit Card,Canceled,126.03,36.0,Male,New Debra,Silver,49,3993.45,Fitness,2024-08-04,2.45,29.0,High,11.91,0.72,0,Outlet
T03203,C0260,2023-11-19,P246,House,Accessories,4,94.92,Apple Pay,Canceled,379.68,35.0,Male,Karenmouth,Platinum,95,3857.9,Clothing,2024-05-14,6.82,20.0,Medium,11.98,0.86,0,Social Media - TikTok
T03204,C0207,2023-05-06,P840,Range,Accessories,4,101.26,PayPal,Completed,405.04,41.0,Female,Port Travis,Gold,9,5633.01,Electronics,2024-10-24,9.04,28.66,Low,16.47,0.87,1,Online Ads
T03205,C0411,2024-02-04,P671,Care,Electronics,3,348.56,Debit Card,Canceled,1045.68,47.0,Female,Stevensonbury,Silver,65,7055.4,Fitness,2024-05-11,2.38,29.36,Low,5.08,0.71,1,Online Ads
T03206,C0292,2024-05-06,P593,Increase,Clothing,4,103.75,Debit Card,Pending,415.0,20.0,Female,Baileyfort,Platinum,48,141.62,Home Goods,2023-09-06,5.8,19.25,Low,16.52,0.56,0,Online Ads
T03207,C0484,2024-09-29,P828,At,Fitness,1,78.36,PayPal,Pending,78.36,18.0,,Aliciaberg,Silver,30,1079.99,Home Goods,2023-12-07,2.07,28.42,Low,17.23,0.7,0,Online Ads
T03208,C0001,2024-02-01,P551,Dog,Electronics,4,240.84,Apple Pay,Pending,963.36,30.0,Male,North Nicholashaven,Platinum,16,1331.94,Clothing,2023-12-19,2.19,7.43,Medium,3.13,0.8,1,Online Ads
T03209,C0064,2024-02-23,P894,Product,Clothing,4,426.99,Credit Card,Pending,1707.96,64.0,Female,Jasmineton,Platinum,69,3272.09,Fitness,2023-10-03,3.72,21.72,Low,19.93,0.64,1,Social Media - X
T03210,C0368,2024-09-06,P586,Two,Electronics,2,431.78,PayPal,Canceled,863.56,20.0,Female,South Alantown,Gold,53,8930.02,Electronics,2024-12-12,8.64,13.7,Low,12.91,0.91,1,Outlet
T03211,C0364,2023-10-28,P784,Compare,Home Goods,5,98.25,PayPal,Pending,491.25,43.0,Female,Lake Michaelfurt,Bronze,37,440.18,Home Goods,2024-02-14,4.75,7.33,Medium,15.56,0.54,1,Social Media - TikTok
T03212,C0079,2023-11-07,P701,Catch,Home Goods,3,207.85,Credit Card,Completed,623.55,43.0,Female,Priceport,Silver,20,7571.12,Electronics,2023-08-05,7.48,22.53,Low,8.62,0.33,1,Outlet
T03213,C0251,2024-08-21,P267,Scene,Home Goods,2,226.9,Credit Card,Completed,453.8,51.0,Female,West Sharonport,Silver,70,7450.47,Clothing,2024-08-24,1.84,12.7,Medium,14.92,0.53,0,Outlet
T03214,C0329,2024-10-10,P158,Decade,Accessories,4,250.21,Debit Card,Canceled,1000.84,59.0,Female,Johnland,Gold,12,3999.15,Accessories,2024-07-17,2.82,10.46,Low,19.93,0.7,0,Social Media - X
T03215,C0227,2024-01-19,P734,Society,Clothing,3,453.32,Apple Pay,Completed,1359.96,46.0,Female,West Johnberg,Bronze,67,7954.97,Fitness,2023-01-31,8.93,24.58,Low,6.15,0.6,1,Outlet
T03216,C0243,2024-04-06,P110,Song,Home Goods,2,136.67,PayPal,Pending,273.34,52.0,Female,Santanaport,Gold,8,4658.21,Accessories,2023-02-25,5.15,25.23,Medium,2.55,0.54,1,Online Ads
T03217,C0262,2024-08-11,P967,When,Fitness,1,229.18,Debit Card,Completed,229.18,56.0,Male,Ambertown,Bronze,58,1407.2,Accessories,2023-06-01,5.19,14.29,Low,8.5,0.49,1,Online Ads
T03218,C0206,2023-11-22,P530,Attack,Electronics,5,88.83,Credit Card,Pending,444.15,25.0,Female,,Silver,70,4013.35,Clothing,2024-02-25,6.48,14.98,Medium,6.97,0.3,1,Social Media - Instagram
T03219,C0139,2024-12-23,P821,Meeting,Accessories,4,158.58,,Canceled,634.32,37.0,Male,Williammouth,Bronze,59,9021.22,Clothing,2024-08-25,5.82,21.13,Low,9.1,0.9,0,Online Ads
T03220,C0086,2024-09-05,P609,Behind,Clothing,4,146.88,PayPal,Canceled,587.52,46.0,Female,Lake Danamouth,Bronze,33,5934.69,Fitness,2023-05-22,7.2,24.29,High,2.08,0.57,0,Online Ads
T03221,C0001,2023-09-02,P687,Record,Home Goods,1,187.47,Apple Pay,Completed,187.47,30.0,Male,North Nicholashaven,Platinum,16,1331.94,Clothing,2023-12-19,2.19,7.43,Medium,3.13,0.8,1,Online Ads
T03222,C0482,2025-01-08,P729,Health,Home Goods,4,45.09,Apple Pay,Canceled,180.36,39.0,Male,Charleston,Gold,13,7610.38,Clothing,2023-08-03,8.4,11.27,High,9.92,0.8,1,Outlet
T03223,C0065,2024-05-25,P960,From,Home Goods,3,77.32,Apple Pay,Completed,231.95999999999998,30.0,Male,Lindsayville,Platinum,85,6068.55,Fitness,2023-10-22,7.83,6.0,Low,18.73,0.43,0,Social Media - Facebook
T03224,C0347,2024-01-11,P480,You,Accessories,4,307.72,Debit Card,Pending,1230.88,27.0,Male,Matthewland,Bronze,7,413.73,Clothing,2024-05-17,2.57,19.7,Medium,13.09,0.41,0,Social Media - Instagram
T03225,C0250,2024-01-01,P444,Officer,Clothing,1,217.7,Debit Card,Canceled,217.7,44.0,Male,Port Brandiside,Silver,16,6478.89,Accessories,2024-01-19,5.53,16.51,Low,1.36,0.43,1,Online Ads
T03226,C0401,2023-11-14,P180,Might,Home Goods,4,168.6,Debit Card,Pending,674.4,39.0,Female,West Leahland,Bronze,48,4050.46,Clothing,2023-04-10,6.98,26.12,Low,19.09,0.48,0,Outlet
T03227,C0193,2024-04-24,P382,Tell,Accessories,3,265.4,Credit Card,Pending,796.1999999999999,21.0,Female,New Kayla,Bronze,7,5820.43,Electronics,2023-10-11,3.02,24.19,High,19.47,0.48,0,Online Ads
T03228,C0085,2024-04-02,P128,Price,Clothing,1,225.55,Apple Pay,Pending,225.55,40.0,Male,Calebshire,Bronze,3,5128.46,Fitness,2024-12-17,4.08,11.39,Low,10.04,0.86,0,Social Media - X
T03229,C0004,2023-08-13,P229,Check,Accessories,4,372.84,Credit Card,Pending,1491.36,25.0,Male,Lake Jeffrey,Gold,31,5992.58,Home Goods,2023-11-24,9.31,16.43,Medium,9.63,0.9,0,Online Ads
T03230,C0448,2024-02-15,P785,Once,Electronics,5,364.16,Credit Card,Canceled,1820.8000000000002,52.0,,Heatherborough,Silver,55,6207.73,Home Goods,2024-03-19,3.98,27.34,Low,9.53,0.77,1,Social Media - Instagram
T03231,C0418,2024-08-13,P686,Glass,Accessories,4,277.93,Credit Card,Pending,1111.72,43.0,Male,Lindseyside,Gold,75,449.06,Accessories,2024-08-06,2.17,29.27,Medium,8.68,0.58,0,Social Media - TikTok
T03232,C0194,2024-12-31,P440,Us,Accessories,4,262.87,PayPal,Canceled,1051.48,47.0,,Michaelberg,Silver,68,4898.5,Fitness,2023-11-11,8.62,26.57,Low,9.66,0.61,0,Outlet
T03233,C0398,2024-01-28,P177,Most,Electronics,5,377.47,Apple Pay,Canceled,1887.3500000000001,34.0,Male,South Alicia,Gold,19,6694.74,Home Goods,2024-12-16,5.73,11.96,Medium,10.98,1.0,1,Online Ads
T03234,C0185,2024-12-16,P443,Power,Accessories,4,265.09,Debit Card,Completed,1060.36,32.0,Male,Whiteport,Silver,30,2589.22,Accessories,2024-06-17,2.17,11.91,Low,10.81,0.41,1,Outlet
T03235,C0138,2024-09-01,P689,Baby,Electronics,1,270.39,PayPal,Canceled,270.39,52.0,Male,North Allison,Platinum,84,2340.04,Accessories,2024-02-09,1.99,11.02,Medium,11.03,0.94,0,Social Media - X
T03236,C0014,2024-09-19,P117,,Home Goods,2,306.09,PayPal,Pending,612.18,58.0,Female,Lifort,Silver,81,9102.23,Fitness,2023-03-07,1.43,29.0,High,14.25,0.74,0,Online Ads
T03237,C0167,2024-06-22,P655,Including,Home Goods,4,73.11,PayPal,Completed,292.44,39.0,Male,North Timothyborough,Silver,78,7859.9,Accessories,2023-07-24,8.35,9.98,High,3.88,0.68,0,Social Media - X
T03238,C0239,2024-08-14,P507,Factor,Electronics,3,157.88,Debit Card,Pending,473.64,29.0,Female,Melissachester,Silver,14,8533.3,Clothing,2024-05-12,5.15,20.85,Low,11.47,0.47,0,Online Ads
T03239,C0251,2023-07-15,P682,Model,Clothing,4,315.74,PayPal,Pending,1262.96,51.0,Female,West Sharonport,Silver,70,7450.47,Clothing,2024-08-24,1.84,12.7,Medium,14.92,0.53,0,Outlet
T03240,C0199,2024-12-12,P392,Show,Fitness,2,324.59,Credit Card,Completed,649.18,45.0,Female,East Matthewshire,Platinum,12,6363.45,Electronics,2024-10-31,3.6,25.03,High,13.04,0.34,0,Online Ads
T03241,C0171,2023-11-24,P672,Company,Fitness,4,309.3,Apple Pay,Canceled,1237.2,39.0,Male,West Brendan,Bronze,28,888.85,Home Goods,2023-09-28,5.3,25.32,Medium,6.64,0.3,1,Online Ads
T03242,C0188,2023-07-08,P799,Writer,Clothing,5,359.39,Apple Pay,Canceled,1796.9499999999998,33.0,Male,Kevinshire,Silver,36,4301.45,Home Goods,2023-09-27,4.58,16.92,High,12.8,0.91,0,Social Media - Facebook
T03243,C0228,2025-01-10,P228,Sister,Accessories,5,412.51,Debit Card,Canceled,2062.55,39.0,Male,Port John,Silver,83,7421.32,Home Goods,2024-10-17,4.62,5.9,Low,19.83,0.99,1,Online Ads
T03244,C0137,2024-02-20,P462,Choose,Accessories,3,377.21,Credit Card,Pending,1131.6299999999999,26.0,Male,Lake Marissa,Silver,24,668.04,Electronics,2023-10-27,7.4,25.09,Medium,14.72,0.55,0,Outlet
T03245,C0215,2023-12-20,P619,Girl,Accessories,5,306.89,PayPal,Completed,1534.4499999999998,51.0,Female,East Amber,Gold,2,7199.21,Electronics,2023-10-12,3.88,7.29,Medium,9.36,0.44,1,Social Media - Instagram
T03246,C0413,2023-12-20,P514,Gun,Electronics,2,261.41,,Canceled,522.82,57.0,Female,Carrollview,Bronze,96,809.69,Fitness,2023-10-15,3.27,20.07,High,11.92,0.51,1,Online Ads
T03247,C0006,2024-06-04,P695,Raise,Home Goods,4,431.03,,Pending,1724.12,,Male,Longberg,Platinum,4,9758.38,Home Goods,2024-03-26,6.07,16.29,Medium,1.73,0.73,0,Social Media - X
T03248,C0125,2024-03-12,P442,Business,Accessories,4,243.59,Credit Card,Pending,974.36,41.0,Female,Jeremyfurt,Silver,13,4283.42,Clothing,2023-07-28,6.47,28.4,Low,4.59,0.45,1,Social Media - Instagram
T03249,C0247,2024-04-27,P209,Loss,Accessories,2,206.48,Credit Card,Pending,412.96,61.0,Female,Terrancemouth,Platinum,88,5795.29,Electronics,2024-07-07,8.38,22.73,High,17.6,0.48,1,Social Media - Instagram
T03250,C0192,2023-02-27,P341,During,Accessories,5,339.53,Apple Pay,Completed,1697.6499999999999,33.0,Female,Elizabethville,Platinum,81,3927.76,Accessories,2023-10-12,4.82,26.61,High,13.08,0.85,1,Online Ads
T03251,C0372,2024-08-23,P363,Skill,Clothing,5,393.62,Apple Pay,Canceled,1968.1,54.0,Female,Port Rhondastad,Silver,73,8910.24,Accessories,2024-02-06,4.9,23.57,Low,17.28,0.75,1,Outlet
T03252,C0192,2023-10-06,P829,Available,Clothing,1,359.89,Apple Pay,Pending,359.89,33.0,Female,Elizabethville,Platinum,81,3927.76,Accessories,2023-10-12,4.82,26.61,High,13.08,0.85,1,Online Ads
T03253,C0401,2023-07-03,P605,Understand,Clothing,4,480.39,Debit Card,Canceled,1921.56,39.0,Female,West Leahland,Bronze,48,4050.46,Clothing,2023-04-10,6.98,26.12,Low,19.09,0.48,0,Outlet
T03254,C0158,2023-10-15,P480,Drug,Home Goods,5,82.54,Apple Pay,Canceled,412.70000000000005,19.0,Male,Christopherborough,Gold,94,7574.51,Electronics,2023-12-30,1.44,7.85,High,17.19,0.42,1,Online Ads
T03255,C0273,2023-10-26,P154,Woman,Electronics,4,200.56,PayPal,Pending,802.24,40.0,Male,New Troystad,Silver,3,7451.26,Electronics,2023-03-11,5.44,21.59,Low,1.15,0.43,1,Outlet
T03256,C0115,2023-03-08,P599,Professor,Accessories,3,166.05,Apple Pay,Completed,498.15000000000003,53.0,Female,Lake Bradley,Silver,4,6688.25,Clothing,2024-03-23,5.44,28.99,Low,17.25,0.43,1,Outlet
T03257,C0223,2023-09-22,P189,During,Electronics,4,497.46,Apple Pay,Canceled,1989.84,37.0,Male,Mariahberg,Bronze,85,9630.34,Electronics,2024-06-02,1.58,5.02,Medium,1.85,0.55,0,Social Media - TikTok
T03258,C0346,2024-07-22,P364,Local,Clothing,1,83.68,PayPal,Pending,83.68,60.0,Male,Lake Erica,Platinum,31,8773.05,Accessories,2024-12-16,5.24,23.68,High,18.32,0.68,1,Social Media - TikTok
T03259,C0432,2023-08-22,P492,Purpose,Home Goods,2,459.33,PayPal,Completed,918.66,62.0,Male,New Johnstad,Gold,36,1839.25,Accessories,2024-09-06,1.03,15.25,High,16.62,0.49,1,Online Ads
T03260,C0267,2023-10-17,P238,Reach,Home Goods,2,449.84,PayPal,Canceled,899.68,35.0,Female,West Shannon,Silver,27,782.63,Fitness,2023-10-30,8.45,18.16,High,8.9,0.96,1,Social Media - TikTok
T03261,C0451,2024-04-05,P565,Shake,Home Goods,2,21.65,PayPal,Canceled,43.3,64.0,Female,,Gold,4,5227.18,Clothing,2024-09-11,5.19,14.22,Medium,6.03,0.96,0,Social Media - Facebook
T03262,C0150,2024-02-11,P157,Example,Home Goods,5,401.14,Apple Pay,Canceled,2005.6999999999998,59.0,Female,Johnhaven,Silver,36,1244.4,Home Goods,2024-05-20,7.41,16.07,Medium,2.3,0.84,0,Outlet
T03263,C0499,2024-02-11,P465,Machine,Accessories,1,261.93,Credit Card,Pending,261.93,50.0,Female,East Garrett,Bronze,34,8515.55,Fitness,2024-03-17,2.48,15.39,Medium,16.82,0.61,1,Outlet
T03264,C0039,2023-08-25,P500,All,Home Goods,2,149.14,PayPal,Pending,298.28,28.0,Male,Lake Kelseychester,Bronze,67,8618.25,Home Goods,2024-03-31,4.94,27.21,Medium,3.66,0.71,1,Outlet
T03265,C0126,2024-01-05,P934,Increase,Electronics,1,400.56,PayPal,Pending,400.56,29.0,Male,Davidton,Platinum,35,2985.93,Accessories,2023-11-28,3.49,11.96,High,12.47,0.74,0,Social Media - Facebook
T03266,C0431,2024-05-20,P970,National,Fitness,3,52.17,Credit Card,Completed,156.51,43.0,Female,Shahport,Silver,31,5105.95,Clothing,2023-04-16,8.65,23.64,Medium,18.64,0.78,1,Online Ads
T03267,C0444,2023-09-26,P779,,Home Goods,5,459.03,Apple Pay,Pending,2295.1499999999996,46.0,Male,West Blakehaven,Gold,58,818.6,Fitness,2023-10-18,3.82,12.95,High,10.06,0.8,1,Social Media - Facebook
T03268,C0196,2023-07-05,P129,Visit,Fitness,1,91.52,Debit Card,Canceled,91.52,58.0,Female,Eddieview,Bronze,78,1670.15,Fitness,2025-01-07,7.6,16.76,Low,17.76,0.49,0,Outlet
T03269,C0177,2023-05-07,P412,Lot,Clothing,2,107.42,Apple Pay,Pending,214.84,60.0,,Lake Haileyberg,Silver,48,2512.45,Electronics,2023-06-21,4.81,19.46,High,7.37,0.75,1,Online Ads
T03270,C0182,2024-05-12,P607,Under,Electronics,5,487.66,Apple Pay,Completed,2438.3,60.0,Female,South Deborahbury,Silver,95,5159.04,Home Goods,2023-09-20,1.65,7.94,Medium,11.31,0.87,0,Outlet
T03271,C0417,2023-04-18,P948,Help,Fitness,3,77.58,Credit Card,Canceled,232.74,45.0,Male,South Alexis,Platinum,14,5355.09,Clothing,2023-07-20,5.83,19.87,Medium,15.16,0.6,1,Online Ads
T03272,C0184,2024-07-01,P204,Once,Accessories,2,320.29,PayPal,Pending,640.58,18.0,Female,Michaelhaven,Bronze,38,7222.24,Home Goods,2024-02-15,6.85,20.16,Low,13.02,0.6,0,Social Media - X
T03273,C0129,2024-03-02,P779,Month,Accessories,5,241.83,PayPal,Pending,1209.15,41.0,Female,Port Elizabethberg,Bronze,10,8311.95,Accessories,2023-06-06,7.29,21.25,High,16.34,0.98,1,Outlet
T03274,C0297,2024-12-22,P870,Support,Fitness,1,378.16,PayPal,Pending,378.16,20.0,Female,Waltonhaven,Silver,31,4237.8,Fitness,2025-01-15,9.72,11.8,Low,10.01,0.67,0,Social Media - X
T03275,C0076,2024-08-18,P421,Positive,Accessories,1,125.03,PayPal,Completed,125.03,21.0,Male,Brownside,Bronze,5,8285.76,Home Goods,2024-10-24,4.98,5.04,High,19.65,0.57,0,Social Media - Facebook
T03276,C0200,2023-12-01,P700,Relationship,Clothing,1,17.62,PayPal,,17.62,46.0,Male,Gonzalezside,Bronze,10,3084.68,Electronics,2023-06-11,1.04,25.18,Medium,11.3,0.97,0,Outlet
T03277,C0196,2024-09-01,P919,Lot,Clothing,5,227.51,Credit Card,Canceled,1137.55,58.0,Female,Eddieview,Bronze,78,1670.15,Fitness,2025-01-07,7.6,16.76,Low,17.76,0.49,0,Outlet
T03278,C0055,2023-08-07,P516,Sense,Electronics,5,262.91,PayPal,Completed,1314.5500000000002,29.0,Male,Karentown,Silver,21,2539.34,Clothing,2023-07-23,9.04,26.6,Medium,9.32,0.98,1,Outlet
T03279,C0455,2024-09-11,P880,Group,Electronics,5,295.24,Apple Pay,Canceled,1476.2,32.0,Female,,Platinum,72,3596.89,Fitness,2023-11-05,5.87,15.43,Low,10.5,0.68,1,Outlet
T03280,C0287,2023-04-07,P176,That,Clothing,5,47.69,PayPal,Canceled,238.45,64.0,Female,,Platinum,71,373.58,Fitness,2023-07-15,8.76,14.98,Medium,16.45,0.31,1,Social Media - X
T03281,C0036,2023-06-19,P664,,Home Goods,2,218.11,PayPal,Pending,436.22,,Male,West Mollyland,,22,5498.92,Home Goods,2023-12-28,2.24,26.26,Low,3.72,0.36,0,Outlet
T03282,C0236,2023-04-17,P946,Law,Electronics,4,121.36,Credit Card,Pending,485.44,33.0,Male,Nataliestad,Bronze,94,1304.76,Electronics,2023-03-21,9.36,28.0,High,3.09,0.55,0,Online Ads
T03283,C0270,2024-10-07,P285,Such,Clothing,1,19.95,,Pending,19.95,20.0,Male,North Melanie,Platinum,39,2974.12,Clothing,2023-12-19,2.26,23.91,Medium,11.68,0.81,1,Online Ads
T03284,C0095,2023-09-24,P903,Notice,Home Goods,4,41.6,Credit Card,Completed,166.4,,Male,Holmesland,Platinum,45,972.66,Electronics,2023-11-28,6.64,13.66,Low,12.08,0.89,1,Social Media - X
T03285,C0278,2024-09-15,P779,,Home Goods,4,497.92,PayPal,Canceled,1991.68,32.0,Male,Kevinfort,Platinum,63,5690.46,Electronics,2024-07-12,1.91,22.95,Medium,19.02,0.98,0,Social Media - Facebook
T03286,C0212,2023-07-12,P146,Indicate,Electronics,4,51.21,Debit Card,Pending,204.84,52.0,Female,South Kristinachester,Platinum,9,1254.76,Clothing,2024-08-12,2.46,27.41,High,6.4,0.4,1,Outlet
T03287,C0034,2024-07-23,P231,Father,Clothing,1,440.04,PayPal,Pending,440.04,21.0,Male,Valdezburgh,Silver,9,4620.92,Accessories,2024-01-09,7.15,11.83,Medium,8.85,0.77,1,Online Ads
